start_id,end_id,type,source_id
69,78,TARGETS,176
120,78,TARGETS,176
32,10,TRIGGERED_BY,177
175,10,WORSENED_BY,177
11,10,TARGETS,177
52,10,TARGETS,177
23,10,TARGETS,177
176,93,WORSENED_BY,179
176,85,WORSENED_BY,179
15,93,TARGETS,179
15,85,TARGETS,179
177,93,TARGETS,179
177,85,TARGETS,179
65,93,TARGETS,179
65,85,TARGETS,179
178,6,WORSENED_BY,180
178,179,WORSENED_BY,180
79,179,TARGETS,180
180,179,TARGETS,180
38,10,TARGETS,181
18,10,TARGETS,181
23,10,TARGETS,181
3,10,TRIGGERED_BY,183
3,181,TRIGGERED_BY,183
14,10,TARGETS,184
14,13,TARGETS,184
9,3,WORSENED_BY,189
3,6,TRIGGERED_BY,190
14,3,TARGETS,191
52,3,TARGETS,191
182,10,TARGETS,192
183,10,TARGETS,192
92,10,TARGETS,192
28,10,TARGETS,192
3,10,WORSENED_BY,192
14,49,TARGETS,194
184,49,TARGETS,194
186,10,TARGETS,197
187,10,TARGETS,197
14,10,TARGETS,198
52,10,TARGETS,198
23,10,TARGETS,198
32,10,WORSENED_BY,198
23,10,ALLEVIATES,201
8,10,TARGETS,203
188,10,TARGETS,206
14,10,TARGETS,206
69,10,TARGETS,208
33,25,TARGETS,210
38,25,TARGETS,210
17,10,ALLEVIATES,211
28,10,ALLEVIATES,217
33,10,ALLEVIATES,219
101,10,ALLEVIATES,220
45,10,ALLEVIATES,220
18,10,ALLEVIATES,220
101,10,ALLEVIATES,221
45,10,ALLEVIATES,221
18,10,ALLEVIATES,221
32,10,TRIGGERED_BY,221
32,189,TRIGGERED_BY,221
23,9,ALLEVIATES,226
73,9,ALLEVIATES,226
32,6,TRIGGERED_BY,228
32,102,TRIGGERED_BY,228
32,27,TRIGGERED_BY,228
9,6,TRIGGERED_BY,228
9,102,TRIGGERED_BY,228
9,27,TRIGGERED_BY,228
38,9,ALLEVIATES,229
32,10,WORSENED_BY,231
32,34,TRIGGERED_BY,238
191,26,TRIGGERED_BY,242
191,6,TRIGGERED_BY,242
192,26,ALLEVIATES,242
65,6,ALLEVIATES,242
23,6,ALLEVIATES,242
193,49,TRIGGERED_BY,243
38,193,TARGETS,243
17,193,TARGETS,243
195,10,TRIGGERED_BY,244
195,194,TRIGGERED_BY,244
158,10,TARGETS,244
33,13,TARGETS,245
17,13,TARGETS,245
5,13,TARGETS,245
13,4,TARGETS,246
13,48,TARGETS,246
13,10,TARGETS,246
196,21,TRIGGERED_BY,247
197,21,ALLEVIATES,247
23,21,ALLEVIATES,247
199,116,TRIGGERED_BY,249
199,198,TRIGGERED_BY,249
201,200,TRIGGERED_BY,250
23,203,TARGETS,252
18,203,TARGETS,252
20,3,TRIGGERED_BY,253
8,4,TARGETS,254
8,122,TARGETS,254
204,4,TARGETS,254
204,122,TARGETS,254
206,32,TRIGGERED_BY,255
32,205,TARGETS,255
207,32,TARGETS,255
32,208,TRIGGERED_BY,256
20,208,TRIGGERED_BY,256
18,208,TARGETS,256
143,208,TARGETS,256
10,13,TARGETS,258
10,103,TARGETS,258
13,10,TARGETS,258
13,103,TARGETS,258
15,13,TARGETS,259
210,3,TARGETS,260
23,10,ALLEVIATES,261
9,10,WORSENED_BY,261
14,10,TARGETS,261
32,13,TRIGGERED_BY,262
20,13,TRIGGERED_BY,262
14,13,TARGETS,262
23,13,ALLEVIATES,262
9,23,TARGETS,266
14,9,TARGETS,267
9,3,WORSENED_BY,269
23,21,ALLEVIATES,271
65,211,ALLEVIATES,271
212,6,ALLEVIATES,271
9,48,WORSENED_BY,271
9,4,WORSENED_BY,271
9,211,WORSENED_BY,271
23,3,ALLEVIATES,272
212,3,ALLEVIATES,272
9,3,WORSENED_BY,272
14,26,TARGETS,273
14,10,TARGETS,273
52,26,TARGETS,273
23,10,ALLEVIATES,273
23,26,ALLEVIATES,273
9,26,WORSENED_BY,273
9,10,WORSENED_BY,273
23,9,ALLEVIATES,275
9,213,WORSENED_BY,276
14,13,TARGETS,277
9,6,WORSENED_BY,277
9,13,WORSENED_BY,277
214,9,ALLEVIATES,279
52,9,ALLEVIATES,280
52,215,TARGETS,281
47,10,TRIGGERED_BY,283
59,10,TRIGGERED_BY,283
23,10,TARGETS,283
20,3,TRIGGERED_BY,288
20,6,TRIGGERED_BY,288
20,4,TRIGGERED_BY,288
197,3,TARGETS,288
23,3,TARGETS,288
8,4,TARGETS,290
8,75,TARGETS,290
23,4,TARGETS,290
23,75,TARGETS,290
33,4,TARGETS,290
33,75,TARGETS,290
219,49,TARGETS,293
9,10,WORSENED_BY,295
9,47,WORSENED_BY,295
38,10,TARGETS,295
92,10,TARGETS,296
76,10,TARGETS,296
220,10,TARGETS,296
3,9,WORSENED_BY,297
9,221,WORSENED_BY,297
97,10,TARGETS,299
23,10,TARGETS,299
23,10,ALLEVIATES,301
9,10,WORSENED_BY,305
23,4,ALLEVIATES,307
23,75,ALLEVIATES,307
23,9,ALLEVIATES,309
222,10,TARGETS,313
18,10,TARGETS,313
17,10,TARGETS,313
223,10,TARGETS,313
223,69,TARGETS,314
224,75,TARGETS,315
224,26,TARGETS,315
30,75,TARGETS,315
30,26,TARGETS,315
223,75,TARGETS,315
223,26,TARGETS,315
119,3,TARGETS,316
119,4,TARGETS,316
119,6,TARGETS,316
9,22,TRIGGERED_BY,317
15,10,TARGETS,317
33,22,TARGETS,317
31,7,TARGETS,318
31,56,TARGETS,318
119,7,TARGETS,318
119,56,TARGETS,318
225,9,ALLEVIATES,319
226,9,ALLEVIATES,319
209,9,ALLEVIATES,319
227,9,ALLEVIATES,319
14,228,TARGETS,321
32,228,WORSENED_BY,321
18,228,TARGETS,321
229,228,TARGETS,321
231,10,TRIGGERED_BY,322
120,230,TARGETS,322
120,27,TARGETS,322
65,10,TARGETS,322
232,6,TRIGGERED_BY,323
232,102,TRIGGERED_BY,323
233,235,WORSENED_BY,324
234,235,WORSENED_BY,324
236,233,TARGETS,324
82,234,TARGETS,324
126,34,TRIGGERED_BY,325
237,34,TRIGGERED_BY,325
11,34,TARGETS,325
238,34,TARGETS,325
239,34,TARGETS,325
65,21,TARGETS,326
23,21,TARGETS,326
20,4,TRIGGERED_BY,327
20,29,TRIGGERED_BY,327
20,240,TRIGGERED_BY,327
20,3,TRIGGERED_BY,327
65,4,TARGETS,327
65,29,TARGETS,327
243,241,TRIGGERED_BY,328
242,241,WORSENED_BY,328
244,241,TARGETS,328
65,241,TARGETS,328
10,245,TRIGGERED_BY,329
45,10,TARGETS,329
17,10,TARGETS,329
17,245,TARGETS,329
246,10,TARGETS,329
247,10,TARGETS,329
248,190,WORSENED_BY,330
249,190,TRIGGERED_BY,330
38,190,TARGETS,330
45,190,TARGETS,330
69,248,TARGETS,330
20,3,TRIGGERED_BY,331
71,10,WORSENED_BY,331
14,10,TARGETS,331
23,10,ALLEVIATES,331
9,10,WORSENED_BY,337
101,10,ALLEVIATES,341
45,10,ALLEVIATES,341
238,10,ALLEVIATES,341
18,132,TARGETS,341
20,3,TRIGGERED_BY,342
20,4,TRIGGERED_BY,342
20,57,TRIGGERED_BY,342
20,250,TRIGGERED_BY,342
82,26,TARGETS,343
82,29,TARGETS,343
65,4,TARGETS,345
252,27,TARGETS,345
20,6,TRIGGERED_BY,346
20,93,TRIGGERED_BY,346
253,3,TARGETS,347
69,3,TARGETS,348
31,254,TARGETS,349
63,6,TRIGGERED_BY,350
63,10,TRIGGERED_BY,350
255,10,ALLEVIATES,350
256,6,TARGETS,350
257,10,TRIGGERED_BY,352
47,257,TARGETS,352
258,10,WORSENED_BY,355
261,259,TARGETS,361
261,260,TARGETS,361
69,6,TARGETS,364
14,6,TARGETS,364
14,75,TARGETS,364
14,262,TARGETS,364
14,10,TARGETS,364
82,27,TARGETS,365
14,263,TARGETS,365
14,264,TARGETS,365
14,27,TARGETS,365
71,263,WORSENED_BY,365
14,85,TARGETS,367
14,47,TARGETS,369
14,3,TARGETS,369
265,3,TARGETS,370
9,10,WORSENED_BY,372
14,10,TARGETS,372
14,266,TARGETS,372
20,26,TRIGGERED_BY,373
267,26,TRIGGERED_BY,373
20,75,TRIGGERED_BY,373
267,75,TRIGGERED_BY,373
23,26,ALLEVIATES,373
23,75,ALLEVIATES,373
63,27,WORSENED_BY,375
63,268,WORSENED_BY,375
97,27,TARGETS,375
97,268,TARGETS,375
8,27,TARGETS,375
8,268,TARGETS,375
23,27,ALLEVIATES,375
23,268,ALLEVIATES,375
269,156,WORSENED_BY,376
211,156,WORSENED_BY,376
184,269,TARGETS,376
184,211,TARGETS,376
184,156,TARGETS,376
18,269,TARGETS,376
18,211,TARGETS,376
18,156,TARGETS,376
270,230,TRIGGERED_BY,377
270,271,TRIGGERED_BY,377
23,230,ALLEVIATES,377
23,271,ALLEVIATES,377
8,230,TARGETS,377
8,271,TARGETS,377
63,21,WORSENED_BY,379
63,19,WORSENED_BY,379
63,10,WORSENED_BY,379
23,21,ALLEVIATES,379
23,19,ALLEVIATES,379
23,10,ALLEVIATES,379
8,21,TARGETS,379
8,19,TARGETS,379
8,10,TARGETS,379
14,10,TARGETS,387
14,13,TARGETS,387
33,10,TARGETS,387
33,13,TARGETS,387
23,10,TARGETS,387
23,13,TARGETS,387
18,273,TARGETS,411
23,273,TARGETS,411
14,273,TARGETS,411
32,273,TRIGGERED_BY,412
23,6,TARGETS,414
23,4,TARGETS,414
23,10,TARGETS,419
77,10,TARGETS,419
9,10,WORSENED_BY,419
8,103,TARGETS,420
23,103,TARGETS,420
3,6,WORSENED_BY,420
274,10,WORSENED_BY,421
275,21,WORSENED_BY,421
14,10,TARGETS,421
23,21,ALLEVIATES,421
9,3,WORSENED_BY,422
9,4,WORSENED_BY,422
9,27,WORSENED_BY,422
9,48,WORSENED_BY,422
23,9,ALLEVIATES,422
20,3,TRIGGERED_BY,423
20,90,WORSENED_BY,423
20,276,WORSENED_BY,423
3,10,WORSENED_BY,425
33,10,TARGETS,425
23,10,ALLEVIATES,425
188,10,TARGETS,425
278,32,TARGETS,429
8,6,TARGETS,430
8,102,TARGETS,430
15,10,TARGETS,434
23,10,TARGETS,434
15,4,TARGETS,436
131,4,TARGETS,436
11,10,TARGETS,440
5,279,TARGETS,440
23,21,ALLEVIATES,442
158,21,ALLEVIATES,442
97,21,ALLEVIATES,442
9,21,TRIGGERED_BY,442
69,10,TARGETS,443
69,9,TARGETS,443
9,10,TRIGGERED_BY,443
281,3,TARGETS,444
100,3,TARGETS,446
32,25,TRIGGERED_BY,447
32,6,TRIGGERED_BY,447
32,26,TRIGGERED_BY,447
32,282,TRIGGERED_BY,447
82,25,TARGETS,447
9,283,TRIGGERED_BY,448
284,283,TARGETS,448
182,283,TARGETS,448
283,6,TRIGGERED_BY,448
28,9,ALLEVIATES,449
45,9,ALLEVIATES,449
17,9,ALLEVIATES,449
14,10,TARGETS,449
14,9,TARGETS,449
286,285,TARGETS,450
285,27,TRIGGERED_BY,450
20,3,TRIGGERED_BY,452
9,156,WORSENED_BY,452
287,6,TARGETS,452
287,156,TARGETS,452
9,21,TRIGGERED_BY,454
92,21,ALLEVIATES,454
28,21,ALLEVIATES,454
65,54,ALLEVIATES,456
65,6,ALLEVIATES,456
293,48,TARGETS,457
293,291,TARGETS,457
293,292,TARGETS,457
115,298,ALLEVIATES,459
165,298,ALLEVIATES,459
18,48,TARGETS,460
38,48,TARGETS,460
301,48,TARGETS,460
66,83,TARGETS,463
66,27,TARGETS,463
66,47,TARGETS,463
66,3,TARGETS,463
165,83,TARGETS,463
165,27,TARGETS,463
165,47,TARGETS,463
165,3,TARGETS,463
304,303,TARGETS,464
305,48,TARGETS,465
306,48,TARGETS,465
115,156,TARGETS,466
308,156,TARGETS,466
65,156,TARGETS,466
115,307,TARGETS,466
308,307,TARGETS,466
65,307,TARGETS,466
115,29,TARGETS,466
308,29,TARGETS,466
65,29,TARGETS,466
28,10,TARGETS,467
38,10,TARGETS,467
227,10,TARGETS,467
28,21,TARGETS,467
38,21,TARGETS,467
227,21,TARGETS,467
18,10,TARGETS,468
18,27,TARGETS,468
38,3,TARGETS,469
17,3,TARGETS,469
38,9,TARGETS,469
17,9,TARGETS,469
17,4,TARGETS,472
77,4,TARGETS,472
17,75,TARGETS,472
77,75,TARGETS,472
311,310,TARGETS,473
38,24,TARGETS,473
38,309,TARGETS,473
9,38,TARGETS,474
14,10,TARGETS,476
97,4,TARGETS,476
11,10,TARGETS,476
30,4,TARGETS,476
100,56,TARGETS,478
100,312,TARGETS,478
30,56,TARGETS,478
313,314,TARGETS,482
23,53,TARGETS,482
14,313,TARGETS,482
23,3,TARGETS,484
14,3,TARGETS,484
23,20,TARGETS,486
23,10,TARGETS,487
14,10,TARGETS,487
315,47,TARGETS,488
315,10,TARGETS,488
23,9,TARGETS,489
23,4,TARGETS,490
14,4,TARGETS,490
20,3,TRIGGERED_BY,491
3,6,TARGETS,491
3,4,TARGETS,491
17,3,TARGETS,491
3,29,TARGETS,493
20,6,TARGETS,494
20,27,TARGETS,494
316,10,WORSENED_BY,495
52,10,TARGETS,495
9,22,TRIGGERED_BY,496
13,4,TARGETS,497
13,75,TARGETS,497
14,13,TARGETS,497
33,13,TARGETS,497
9,10,WORSENED_BY,498
9,13,WORSENED_BY,498
14,10,TARGETS,498
10,151,TARGETS,499
60,10,TARGETS,499
17,10,TARGETS,499
23,10,TARGETS,499
71,317,WORSENED_BY,500
317,318,WORSENED_BY,500
248,10,WORSENED_BY,501
20,10,WORSENED_BY,501
17,10,TARGETS,501
45,10,TARGETS,501
18,10,TARGETS,501
248,101,WORSENED_BY,502
248,45,WORSENED_BY,502
15,10,TARGETS,503
238,10,TARGETS,503
30,10,TARGETS,503
101,317,TARGETS,504
45,317,TARGETS,504
17,7,TARGETS,505
17,56,TARGETS,505
17,27,ALLEVIATES,512
17,26,ALLEVIATES,512
28,27,ALLEVIATES,512
28,26,ALLEVIATES,512
321,27,ALLEVIATES,512
321,26,ALLEVIATES,512
20,322,WORSENED_BY,513
28,10,ALLEVIATES,514
45,10,ALLEVIATES,514
8,10,TARGETS,515
8,13,TARGETS,515
17,10,ALLEVIATES,515
17,13,ALLEVIATES,515
20,10,TRIGGERED_BY,515
20,13,TRIGGERED_BY,515
8,6,TARGETS,517
8,4,TARGETS,517
23,6,ALLEVIATES,517
23,4,ALLEVIATES,517
101,10,ALLEVIATES,520
31,10,TARGETS,524
323,10,TARGETS,524
101,10,TARGETS,524
45,10,TARGETS,524
31,13,TARGETS,524
323,13,TARGETS,524
101,13,TARGETS,524
45,13,TARGETS,524
17,10,TARGETS,526
324,10,TARGETS,526
325,10,TARGETS,526
17,9,TARGETS,526
324,9,TARGETS,526
325,9,TARGETS,526
17,6,TARGETS,527
77,6,TARGETS,527
326,6,TARGETS,527
23,10,TARGETS,529
327,10,TARGETS,529
45,21,TARGETS,530
17,21,TARGETS,530
45,9,TARGETS,530
23,10,ALLEVIATES,531
9,23,WORSENED_BY,533
14,9,TARGETS,533
23,20,ALLEVIATES,535
14,20,TARGETS,535
14,10,TARGETS,536
3,10,WORSENED_BY,537
9,10,WORSENED_BY,537
14,3,TARGETS,537
33,10,TARGETS,539
17,27,ALLEVIATES,542
28,27,ALLEVIATES,542
14,27,TARGETS,542
14,26,TARGETS,542
14,21,TARGETS,542
14,156,TARGETS,542
14,3,TARGETS,544
14,4,TARGETS,544
14,48,TARGETS,544
28,10,ALLEVIATES,545
28,9,ALLEVIATES,545
45,10,ALLEVIATES,545
45,9,ALLEVIATES,545
17,10,ALLEVIATES,545
17,9,ALLEVIATES,545
96,10,WORSENED_BY,545
96,9,WORSENED_BY,545
14,13,TARGETS,549
33,13,TARGETS,549
92,9,ALLEVIATES,552
76,9,ALLEVIATES,552
77,9,ALLEVIATES,552
182,196,ALLEVIATES,557
17,9,ALLEVIATES,557
101,9,ALLEVIATES,557
124,129,WORSENED_BY,558
9,22,TRIGGERED_BY,560
10,22,TRIGGERED_BY,560
32,22,TRIGGERED_BY,560
101,22,ALLEVIATES,560
9,10,WORSENED_BY,564
9,13,WORSENED_BY,564
38,10,ALLEVIATES,564
31,10,TARGETS,564
119,10,TARGETS,564
29,7,TARGETS,565
29,26,TARGETS,565
65,29,ALLEVIATES,565
329,10,WORSENED_BY,567
330,329,TARGETS,567
25,29,WORSENED_BY,568
65,25,ALLEVIATES,568
331,29,TARGETS,568
13,332,WORSENED_BY,569
14,13,TARGETS,569
33,13,TARGETS,569
8,13,TARGETS,569
33,10,ALLEVIATES,570
14,10,TREATED_BY,392
14,13,TREATED_BY,392
8,10,TARGETS,392
23,10,HELPED_BY,392
23,13,HELPED_BY,392
124,10,TRIGGERED_BY,392
124,13,TRIGGERED_BY,392
20,59,RELATED_TO,396
318,10,ALLEVIATES,396
318,13,ALLEVIATES,396
318,74,TARGETS,396
319,21,WORSENED_BY,397
320,21,WORSENED_BY,397
65,21,ALLEVIATES,397
321,21,ALLEVIATES,397
69,21,TARGETS,397
319,322,WORSENED_BY,398
323,322,RELATED_TO,398
324,322,TARGETS,398
30,323,TARGETS,398
18,323,TARGETS,398
325,326,TRIGGERED_BY,399
325,327,TRIGGERED_BY,399
65,84,TARGETS,399
252,84,TARGETS,399
328,21,RELATED_TO,400
9,21,TRIGGERED_BY,400
10,21,TRIGGERED_BY,400
318,9,ALLEVIATES,400
101,9,ALLEVIATES,400
77,65,RELATED_TO,401
23,65,RELATED_TO,401
97,329,TREATED_BY,401
85,120,HELPED_BY,402
330,120,HELPED_BY,402
101,65,RELATED_TO,403
120,331,HELPED_BY,403
120,332,HELPED_BY,403
333,6,WORSENED_BY,404
